אין ערך	1530	-211.7969803707449
אין קץ	1530	-211.7969803707449
אין רשות	1530	-211.7969803707449
אין אורם	1530	-211.7969803707449
אם במה	1530	-211.79529498366924
אם עליון	1530	-211.79529498366924
אם נורא	1530	-211.79529498366924
אם כעבור	1530	-211.79529498366924
גם ספרדים	1530	-211.790188509551
גם מושבי	1530	-211.790188509551
גם במותו	1530	-211.790188509551
אמר אביי	1530	-211.7884367191004
אמר בלעם	1530	-211.7884367191004
ולא קר	1530	-211.78219241448895
ולא יבול	1530	-211.78219241448895
ולא יאחר	1530	-211.78219241448895
ולא נמנה	1530	-211.78219241448895
ולא עלחה	1530	-211.78219241448895
ולא ראיתם	1530	-211.78219241448895
ולא שמלה	1530	-211.78219241448895
ולא יםור	1530	-211.78219241448895
ולא נבראו	1530	-211.78219241448895
ולא כתבתי	1530	-211.78219241448895
ולא יכזב	1530	-211.78219241448895
ולא תעשה	1530	-211.78219241448895
ולא הבינו	1530	-211.78219241448895
ולא תדבר	1530	-211.78219241448895
בי שתים	1530	-211.77603204393975
כן נכתב	1530	-211.7560155593393
כן לבן	1530	-211.7560155593393
הזה נם	1530	-211.74035806345526
הזה האמין	1530	-211.74035806345526
הזה שכולו	1530	-211.74035806345526
הזה הו	1530	-211.74035806345526
רק למשפט	1530	-211.73448397899824
רק נותנים	1530	-211.73448397899824
רק לחץ	1530	-211.73448397899824
רק בסימנים	1530	-211.73448397899824
מה שבתו	1530	-211.72826810183602
מה שבראו	1530	-211.72826810183602
מה פעלו	1530	-211.72826810183602
ישראל עבדים	1530	-211.71477413872628
ישראל ומשל	1530	-211.71477413872628
ישראל ומושיע	1530	-211.71477413872628
ישראל שנקראו	1530	-211.71477413872628
ישראל ונאמר	1530	-211.71477413872628
ישראל בעמים	1530	-211.71477413872628
אל היובש	1530	-211.68325769149075
אל הלב	1530	-211.68325769149075
אל תלי	1530	-211.68325769149075
אל חר	1530	-211.68325769149075
אל הרואה	1530	-211.68325769149075
כל הטובה	1530	-211.66388450384332
כל מעמקי	1530	-211.66388450384332
כל הליכה	1530	-211.66388450384332
כל תאוה	1530	-211.66388450384332
כל איכרי	1530	-211.66388450384332
כל הנביאי	1530	-211.66388450384332
כל בריר	1530	-211.66388450384332
כל הקורא	1530	-211.66388450384332
כל עקרי	1530	-211.66388450384332
כל שרשי	1530	-211.66388450384332
כל אלח	1530	-211.66388450384332
כל דרום	1530	-211.66388450384332
כל חנביאים	1530	-211.66388450384332
כל האר	1530	-211.66388450384332
הוא יקר	1530	-211.62042156708563
הוא בער	1530	-211.62042156708563
הוא חרש	1530	-211.62042156708563
הוא ירפא	1530	-211.62042156708563
הוא העולה	1530	-211.62042156708563
הוא כשיר	1530	-211.62042156708563
הוא איננה	1530	-211.62042156708563
הוא הטא	1530	-211.62042156708563
י כד	1530	-211.61163792069306
י הכמי	1530	-211.61163792069306
י שנות	1530	-211.61163792069306
להם לכו	1530	-211.59947912910567
להם ושמלה	1530	-211.59947912910567
להם ולבניהם	1530	-211.59947912910567
להם יתר	1530	-211.59947912910567
לו לתלמיד	1530	-211.55975798526956
לו בחוב	1530	-211.55975798526956
לו לרבו	1530	-211.55975798526956
לו באל	1530	-211.55975798526956
אלא בשלום	1530	-211.54537418973226
אלא מאה	1530	-211.54537418973226
אלא הירות	1530	-211.54537418973226
אלא עתידים	1530	-211.54537418973226
או הממלכה	1530	-211.49850486123748
או שרה	1530	-211.49850486123748
או ערבים	1530	-211.49850486123748
או יראת	1530	-211.49850486123748
או חסרות	1530	-211.49850486123748
או אותיות	1530	-211.49850486123748
או ערבי	1530	-211.49850486123748
רבי אבון	1530	-211.48156637873103
רבי יוק	1530	-211.48156637873103
רבי ברכיה	1530	-211.48156637873103
רבי אהא	1530	-211.48156637873103
