לפני מיתתך	1540	-3257.7484901382613
לפני אדונו	1540	-3257.7484901382613
והם חפצו	1540	-3257.7484901382613
לפני מהנה	1540	-3257.7484901382613
והם ישיבו	1540	-3257.7484901382613
והם המוח	1540	-3257.7484901382613
והם תלויים	1540	-3257.7484901382613
ידע להבדיל	1540	-3257.7481917702953
ידע מבואו	1540	-3257.7481917702953
היום שייך	1540	-3257.7481809388423
היום עכ	1540	-3257.7481809388423
רבי הסדאי	1540	-3257.747662688605
רבי אלעזד	1540	-3257.747662688605
רבי ברכיה	1540	-3257.747662688605
מעשה אצבעותיך	1540	-3257.747016364925
האנשים השלמים	1540	-3257.7459773015294
לב ידרשוהו	1540	-3257.7459773015294
ויש לתמוה	1540	-3257.7459773015294
האנשים והגשים	1540	-3257.7459773015294
בפרק כט	1540	-3257.745093994089
אס בחקותי	1540	-3257.7448009761497
ואת נביאיך	1540	-3257.7438615267934
ואת המפה	1540	-3257.7438615267934
ואת המועדות	1540	-3257.7438615267934
ואת תעניתם	1540	-3257.7438615267934
איך נפלת	1540	-3257.74245271598
איך אתנהג	1540	-3257.74245271598
גם הוק	1540	-3257.741756970265
גם שיבה	1540	-3257.741756970265
יכול להראותו	1540	-3257.740870827411
יכול להשיגם	1540	-3257.740870827411
יכול להבטיה	1540	-3257.740870827411
יכול להגמר	1540	-3257.740870827411
יכול לנוח	1540	-3257.740870827411
רב מעדיה	1540	-3257.739879177634
רב סעדיה	1540	-3257.739879177634
להיות בעוזריו	1540	-3257.739119036961
להיות ולהתקיים	1540	-3257.739119036961
שתהיה הנהגתם	1540	-3257.739119036961
שתהיה מסודרת	1540	-3257.739119036961
תורת פיך	1540	-3257.737757169849
רבים ועצומים	1540	-3257.737757169849
למה נמות	1540	-3257.7372004338818
למה תישן	1540	-3257.7372004338818
למה שקשה	1540	-3257.7372004338818
בעלי דתות	1540	-3257.73047340671
עמו פדות	1540	-3257.7298700281376
אך אחוז	1540	-3257.7298700281376
עמו בצרה	1540	-3257.7298700281376
אך הבט	1540	-3257.7298700281376
עמו בצרתו	1540	-3257.7298700281376
וזהו אומרו	1540	-3257.7298700281376
אך בחלקות	1540	-3257.7298700281376
אך יעיל	1540	-3257.7298700281376
פרק כיח	1540	-3257.7279168196496
פרק סב	1540	-3257.7279168196496
פרק כיב	1540	-3257.7279168196496
פרק מא	1540	-3257.7279168196496
פרק טו	1540	-3257.7279168196496
יד שמאלו	1540	-3257.7232850789346
ולפי שמספר	1540	-3257.7232850789346
יד שטוחה	1540	-3257.7232850789346
צדיק נעזב	1540	-3257.722348592632
עשה לנפלאותיו	1540	-3257.722348592632
עשה נקמה	1540	-3257.722348592632
צדיק וצדק	1540	-3257.722348592632
שכר וענש	1540	-3257.722348592632
כמה פעמי	1540	-3257.7193421461484
