hello worl56d	1990	14.736591734795667
car manufacturer	1990	30.412240872901613
sunday morning	1990	30.412240872901613
woman cat	1990	33.89401479215252
cat woman	1990	33.89401479215252
fix win	1990	44.07417776703049
summer time	1990	44.07417776703049
devide conquer	1990	44.07417776703049
dogs caged	1990	44.07417776703049
f 75	1990	44.07417776703049
hello world	1990	47.53240781662526
bloody sunday	1990	47.59831518238888
fast car	1990	47.59831518238888
grows loud	1990	91.7151925178498
looks calm	1990	91.7151925178498
red watermelon	1990	91.7151925178498
food stamps	1990	91.7151925178498
hello yonatan	1990	157.1468802221304
words come	1990	172.9595188179473
mama mia	1990	172.9595188179473
black lamp	1990	172.9595188179473
moms speghetti	1990	172.9595188179473
backstreet boys	1990	172.9595188179473
soft pillow	1990	243.50358269702963
mood changed	1990	243.50358269702963
opens mouth	1990	243.50358269702963
wide screen	1990	243.50358269702963
slip away	1990	307.0135842419392
getting harder	1990	307.0135842419392
