hello worl56d	2000	16.32202192333918
cat woman	2000	30.67778994404651
woman cat	2000	30.67778994404651
car manufacturer	2000	31.997671061445125
sunday morning	2000	31.997671061445125
fast car	2000	44.359584161251874
bloody sunday	2000	44.359584161251874
summer time	2000	45.659607955574
f 75	2000	45.659607955574
devide conquer	2000	45.659607955574
fix win	2000	45.659607955574
hello world	2000	45.85690992078121
president bush	2000	90.03969462200575
harsh weather	2000	90.03969462200575
provide right	2000	90.03969462200575
ice cream	2000	90.03969462200575
pied piper	2000	90.03969462200575
just let	2000	90.03969462200575
drop bombs	2000	106.16605623779917
hello yonatan	2000	145.5522916053302
buy diapers	2000	164.69433056408184
sweaty knees	2000	184.75686297144512
hes nervous	2000	228.55612009131204
clocks runs	2000	285.2885993795792
changed mood	2000	285.2885993795792
